Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
TrackMate,fiji.plugin.trackmate.detection,ThresholdDetectorFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DETECTOR_KEY; NAME; INFO_TEXT; KEY_SIMPLIFY_CONTOURS; KEY_INTENSITY_THRESHOLD; img; settings; errorMessage
TrackMate,fiji.plugin.trackmate.detection,HessianDetectorTestDrive1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.detection,HessianDetectorTestDrive2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.detection.semiauto,AbstractSemiAutoTracker,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NEIGHBORHOOD_FACTOR; BASE_ERROR_MESSAGE; QUALITY_THRESHOLD; DISTANCE_TOLERANCE; model; selectionModel; errorMessage; numThreads; ok; logger; distanceTolerance; qualityThreshold; nFrames; source; calibration; interval; transform
TrackMate,fiji.plugin.trackmate.detection.semiauto,AbstractSemiAutoTracker.SearchRegion,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: source; calibration; interval; transform
TrackMate,fiji.plugin.trackmate.detection.semiauto,AbstractSemiAutoTracker.SearchRegion,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.detection.semiauto,AbstractSemiAutoTracker.SearchRegion,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: source; calibration; interval; transform
TrackMate,fiji.plugin.trackmate.detection.semiauto,SemiAutoTracker,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractSemiAutoTracker
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 34 public methods
TrackMate,fiji.plugin.trackmate,Dimension,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,FeatureModel,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Model; FeatureModel; EdgeTargetAnalyzer; TrackIndexAnalyzer
TrackMate,fiji.plugin.trackmate,FeatureModel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
TrackMate,fiji.plugin.trackmate,Logger,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NORMAL_COLOR; ERROR_COLOR; GREEN_COLOR; BLUE_COLOR; VOID_LOGGER; DEFAULT_LOGGER; IJ_LOGGER; IJTOOLBAR_LOGGER; sb; master; progressStart; progressRange
TrackMate,fiji.plugin.trackmate,Logger,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: Logger.StringBuilderLogger; Logger.SlaveLogger; Logger.ImageJLogger; Logger.ImageJToolbarLogger; Logger.VoidLogger; Logger.DefaultLogger; FilterGuiPanel.ProgressBarLogger; LogPanel.LogPanelLogger; JLabelLogger.LoggerInJLabel; LogRecorder; SpotEditTool.MyLogger
TrackMate,fiji.plugin.trackmate,Logger.StringBuilderLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: sb
TrackMate,fiji.plugin.trackmate,Logger.StringBuilderLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,Logger.SlaveLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: master; progressStart; progressRange
TrackMate,fiji.plugin.trackmate,Logger.SlaveLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,Logger.ImageJLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,Logger.ImageJLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,Logger.ImageJToolbarLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,Logger.ImageJToolbarLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,Logger.VoidLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,Logger.VoidLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,Logger.DefaultLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,Logger.DefaultLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,ManualTrackingPlugIn,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,Model,Feature Envy,The tool detected a instance of this smell because copy is more interested in members of the type: FeatureModel
TrackMate,fiji.plugin.trackmate,Model,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 31 public methods
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; FLAG_SPOT_ADDED; FLAG_SPOT_REMOVED; FLAG_SPOT_MODIFIED; FLAG_SPOT_FRAME_CHANGED; FLAG_EDGE_ADDED; FLAG_EDGE_REMOVED; FLAG_EDGE_MODIFIED; flagsToString; SPOTS_COMPUTED; SPOTS_FILTERED; TRACKS_COMPUTED; TRACKS_VISIBILITY_CHANGED; MODEL_MODIFIED; FEATURES_COMPUTED; spots; edges; fromFrame; toFrame; spotFlags; edgeFlags; eventID; trackUpdated
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
TrackMate,fiji.plugin.trackmate,Settings,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: imp; dt; dx; dy; dz; width; height; nslices; nframes; imageFolder; imageFileName; roi; tstart; tend; zstart; zend; detectorFactory; trackerFactory; detectorSettings; trackerSettings; spotFilters; initialSpotFilterValue; trackFilters; errorMessage; spotAnalyzerFactories; edgeAnalyzers; trackAnalyzers
TrackMate,fiji.plugin.trackmate,Settings,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Settings; SpotDetectorFactoryBase; DetectionUtils; TrackMate; SpotFeatureCalculator; TMUtils; EdgeFeatureCalculator; TrackFeatureCalculator
TrackMate,fiji.plugin.trackmate,Settings,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 41 public methods
TrackMate,fiji.plugin.trackmate,Spot,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: IDcounter; features; name; ID; roi; QUALITY; RADIUS; POSITION_X; POSITION_Y; POSITION_Z; POSITION_T; FRAME; POSITION_FEATURES; FEATURES; FEATURE_NAMES; FEATURE_SHORT_NAMES; FEATURE_DIMENSIONS; IS_INT; timeComparator; frameComparator; nameComparator; comparator
TrackMate,fiji.plugin.trackmate,Spot,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Spot; SpotRoi; SpotCollection
TrackMate,fiji.plugin.trackmate,Spot,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
TrackMate,fiji.plugin.trackmate,SpotCollection,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ZERO; ONE; VISIBILITY; TIME_OUT_UNITS; TIME_OUT_DELAY; content; numThreads; hasNext; frameIterator; contentIterator; next; hasNext; frameIterator; contentIterator; next; currentFrameContent; hasNext; next; contentIterator; visibleSpotsOnly; frame; EMPTY_ITERATOR
TrackMate,fiji.plugin.trackmate,SpotCollection,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
TrackMate,fiji.plugin.trackmate,SpotCollection.AllSpotsIterator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: hasNext; frameIterator; contentIterator; next
TrackMate,fiji.plugin.trackmate,SpotCollection.AllSpotsIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,SpotCollection.VisibleSpotsIterator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: hasNext; frameIterator; contentIterator; next; currentFrameContent
TrackMate,fiji.plugin.trackmate,SpotCollection.VisibleSpotsIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,SpotCollection.VisibleSpotsIterator,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: hasNext; frameIterator; contentIterator; next; currentFrameContent
TrackMate,fiji.plugin.trackmate,SpotCollection.VisibleSpotsFrameIterator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: hasNext; next; contentIterator
TrackMate,fiji.plugin.trackmate,SpotCollection.VisibleSpotsFrameIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,SpotCollection.WholeCollectionIterable,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: visibleSpotsOnly
TrackMate,fiji.plugin.trackmate,SpotCollection.WholeCollectionIterable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,SpotCollection.FrameVisibleIterable,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: frame
TrackMate,fiji.plugin.trackmate,SpotCollection.FrameVisibleIterable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,SpotRoi,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: x; y
TrackMate,fiji.plugin.trackmate,TrackMate,Feature Envy,The tool detected a instance of this smell because execTrackFiltering is more interested in members of the type: Model
TrackMate,fiji.plugin.trackmate,TrackMate,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PLUGIN_NAME_STR; PLUGIN_NAME_VERSION; model; settings; processingTime; errorMessage; numThreads; name; isCanceled; cancelReason; cancelables
TrackMate,fiji.plugin.trackmate,TrackMate,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: ManualDetectorFactory; SpotGlobalDetectorFactory; SpotDetectorFactory in method execDetection
TrackMate,fiji.plugin.trackmate,TrackMate,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: ManualDetectorFactory; SpotGlobalDetectorFactory; SpotDetectorFactory in method execDetection
TrackMate,fiji.plugin.trackmate,TrackMate,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
TrackMate,fiji.plugin.trackmate,TrackMateRunner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMateRunner.FilterGenerator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMateRunner.FilterAboveGenerator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: feature
TrackMate,fiji.plugin.trackmate,TrackMateRunner.FilterAboveGenerator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMateRunner.MacroArgumentConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMateRunner.DoubleMacroArgumentConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,TrackMateRunner.DoubleMacroArgumentConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMateRunner.IntegerMacroArgumentConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,TrackMateRunner.IntegerMacroArgumentConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMateRunner.BooleanMacroArgumentConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,TrackMateRunner.BooleanMacroArgumentConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMateService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackModel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
TrackMate,fiji.plugin.trackmate,TrackModel.MyTraversalListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: currentConnectedVertexSet; currentConnectedEdgeSet; ID
TrackMate,fiji.plugin.trackmate,TrackModel.MyTraversalListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackModel.MyGraphListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,TrackModel.MyGraphListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackModel.DefaultNameGenerator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DEFAULT_NAME_PREFIX; nameID
TrackMate,fiji.plugin.trackmate,TrackModel.DefaultNameGenerator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,ModelTest.EventLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,ModelTest.EventLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,SpotCollectionTest,Feature Envy,The tool detected a instance of this smell because testCrop is more interested in members of the type: SpotCollection
TrackMate,fiji.plugin.trackmate,SpotCollectionTest,Feature Envy,The tool detected a instance of this smell because testFilters is more interested in members of the type: SpotCollection
TrackMate,fiji.plugin.trackmate,TestCopy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate,TrackMatePluginTest.TestTrackMatePlugin,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
TrackMate,fiji.plugin.trackmate,TrackMatePluginTest.TestTrackMatePlugin,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,EdgeCollectionDataset,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,EdgeCollectionDataset.MyXYItemRenderer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID
TrackMate,fiji.plugin.trackmate.features,EdgeCollectionDataset.MyXYItemRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,EdgeFeatureCalculator,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Settings; SpotDetectorFactoryBase; DetectionUtils; TrackMate; SpotFeatureCalculator; TMUtils; EdgeFeatureCalculator; TrackFeatureCalculator
TrackMate,fiji.plugin.trackmate.features,EdgeFeatureGrapher,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractFeatureGrapher
TrackMate,fiji.plugin.trackmate.features,FeatureAnalyzer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,FeatureAnalyzer,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TrackMateModule
TrackMate,fiji.plugin.trackmate.features,FeatureFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: feature; value; isAbove
TrackMate,fiji.plugin.trackmate.features,FeatureUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: USE_UNIFORM_COLOR_NAME; USE_UNIFORM_COLOR_KEY; USE_RANDOM_COLOR_NAME; USE_RANDOM_COLOR_KEY; DUMMY_MODEL
TrackMate,fiji.plugin.trackmate.features,ModelDataset,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; model; yFeatures; xFeature; ds; selectionModel; stroke; selectionStroke; featureNameMap; item; item
TrackMate,fiji.plugin.trackmate.features,ModelDataset.DataItem,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: item
TrackMate,fiji.plugin.trackmate.features,ModelDataset.DataItem,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,ModelDataset.DataItem,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: item
TrackMate,fiji.plugin.trackmate.features,SpotCollectionDataset,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,SpotCollectionDataset.MyXYItemRenderer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID
TrackMate,fiji.plugin.trackmate.features,SpotCollectionDataset.MyXYItemRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,SpotFeatureGrapher,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractFeatureGrapher
TrackMate,fiji.plugin.trackmate.features,TrackCollectionDataset,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,TrackCollectionDataset.MyXYItemRenderer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID
TrackMate,fiji.plugin.trackmate.features,TrackCollectionDataset.MyXYItemRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features,TrackFeatureGrapher,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractFeatureGrapher
TrackMate,fiji.plugin.trackmate.features,SpotFeatureComputationBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features.edges,AbstractEdgeAnalyzer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features.edges,DirectionalChangeAnalyzer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: KEY; DIRECTIONAL_CHANGE_RATE; FEATURES; FEATURE_NAMES; FEATURE_SHORT_NAMES; FEATURE_DIMENSIONS; IS_INT
TrackMate,fiji.plugin.trackmate.features.edges,EdgeSpeedAnalyzer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: KEY; SPEED; DISPLACEMENT; FEATURES; FEATURE_NAMES; FEATURE_SHORT_NAMES; FEATURE_DIMENSIONS; IS_INT
TrackMate,fiji.plugin.trackmate.features.edges,EdgeTargetAnalyzer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: KEY; SPOT_SOURCE_ID; SPOT_TARGET_ID; EDGE_COST; FEATURES; FEATURE_NAMES; FEATURE_SHORT_NAMES; FEATURE_DIMENSIONS; IS_INT
TrackMate,fiji.plugin.trackmate.features.edges,EdgeTargetAnalyzer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Model; FeatureModel; EdgeTargetAnalyzer; TrackIndexAnalyzer
TrackMate,fiji.plugin.trackmate.features.edges,EdgeTimeLocationAnalyzer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: KEY; TIME; X_LOCATION; Y_LOCATION; Z_LOCATION; FEATURES; FEATURE_NAMES; FEATURE_SHORT_NAMES; FEATURE_DIMENSIONS; IS_INT
TrackMate,fiji.plugin.trackmate.features.manual,ManualEdgeColorAnalyzer,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
TrackMate,fiji.plugin.trackmate.features.manual,ManualEdgeColorAnalyzer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FEATURE; KEY; FEATURES; FEATURE_SHORT_NAMES; FEATURE_NAMES; FEATURE_DIMENSIONS; IS_INT; INFO_TEXT; NAME; processingTime
TrackMate,fiji.plugin.trackmate.features.manual,ManualSpotColorAnalyzerFactory,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
TrackMate,fiji.plugin.trackmate.features.manual,ManualSpotColorAnalyzerFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FEATURE; KEY; FEATURES; FEATURE_SHORT_NAMES; FEATURE_NAMES; FEATURE_DIMENSIONS; IS_INT; INFO_TEXT; NAME
TrackMate,fiji.plugin.trackmate.features.manual,ManualSpotColorAnalyzerFactory,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SpotAnalyzerFactory
TrackMate,fiji.plugin.trackmate.features.spot,ConvexHull,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: x; y
TrackMate,fiji.plugin.trackmate.features.spot,ConvexHull.Point,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: x; y
TrackMate,fiji.plugin.trackmate.features.spot,ConvexHull.Point,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
TrackMate,fiji.plugin.trackmate.features.spot,ConvexHull.Point,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: x; y
