Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
TrackMate,fiji.plugin.trackmate.features,FeatureAnalyzer,0,0,6,6,27,6,0,1,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\FeatureAnalyzer.java,30
TrackMate,fiji.plugin.trackmate.features,FeatureFilter,3,3,4,4,31,8,0,0,0.0,11,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\FeatureFilter.java,27
TrackMate,fiji.plugin.trackmate.features,FeatureUtils,5,3,7,7,0,71,0,0,0.5714285714285714,13,9,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\FeatureUtils.java,63
TrackMate,fiji.plugin.trackmate.features,ModelDataset,11,1,13,13,76,20,4,0,0.3076923076923077,6,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\ModelDataset.java,40
TrackMate,fiji.plugin.trackmate.features,ModelDataset.DataItem,1,1,0,0,12,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\ModelDataset.java,164
TrackMate,fiji.plugin.trackmate.features,ModelFeatureUpdater,5,0,6,6,61,11,0,1,0.0,1,7,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\ModelFeatureUpdater.java,36
TrackMate,fiji.plugin.trackmate.features,SpotCollectionDataset,4,0,9,8,100,15,0,1,0.3333333333333333,0,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\SpotCollectionDataset.java,54
TrackMate,fiji.plugin.trackmate.features,SpotCollectionDataset.MyXYItemRenderer,1,0,0,0,48,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\SpotCollectionDataset.java,152
TrackMate,fiji.plugin.trackmate.features,SpotFeatureCalculator,6,0,9,8,119,24,0,0,0.0,2,7,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\SpotFeatureCalculator.java,49
TrackMate,fiji.plugin.trackmate.features,SpotFeatureGrapher,5,0,2,1,18,2,0,1,0.0,2,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\SpotFeatureGrapher.java,31
TrackMate,fiji.plugin.trackmate.features,TrackCollectionDataset,3,0,8,8,54,9,0,1,0.375,0,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\TrackCollectionDataset.java,38
TrackMate,fiji.plugin.trackmate.features,TrackCollectionDataset.MyXYItemRenderer,1,0,0,0,24,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\TrackCollectionDataset.java,101
TrackMate,fiji.plugin.trackmate.features,TrackFeatureCalculator,6,0,8,7,88,17,0,0,0.0,2,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\TrackFeatureCalculator.java,37
TrackMate,fiji.plugin.trackmate.features,TrackFeatureGrapher,4,0,2,1,16,2,0,1,0.0,1,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\TrackFeatureGrapher.java,30
TrackMate,fiji.plugin.trackmate.features,SpotFeatureComputationBenchmark,0,0,1,1,38,6,0,0,-1.0,0,7,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\SpotFeatureComputationBenchmark.java,39
TrackMate,fiji.plugin.trackmate.features.edges,AbstractEdgeAnalyzer,9,0,19,18,97,22,0,0,0.2631578947368421,0,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\edges\AbstractEdgeAnalyzer.java,42
TrackMate,fiji.plugin.trackmate.features.edges,DirectionalChangeAnalyzer,7,7,5,1,68,11,0,0,0.4,1,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\edges\DirectionalChangeAnalyzer.java,38
TrackMate,fiji.plugin.trackmate.features.edges,EdgeAnalyzer,0,0,2,2,16,2,0,0,-1.0,2,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\edges\EdgeAnalyzer.java,33
TrackMate,fiji.plugin.trackmate.features.edges,EdgeSpeedAnalyzer,8,8,2,1,38,2,0,0,1.0,2,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\edges\EdgeSpeedAnalyzer.java,37
TrackMate,fiji.plugin.trackmate.features.edges,EdgeTargetAnalyzer,9,9,2,1,39,2,0,0,1.0,4,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\edges\EdgeTargetAnalyzer.java,37
TrackMate,fiji.plugin.trackmate.features.edges,EdgeTimeLocationAnalyzer,10,10,2,1,50,2,0,0,1.0,1,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\edges\EdgeTimeLocationAnalyzer.java,37
TrackMate,fiji.plugin.trackmate.features.manual,ManualEdgeColorAnalyzer,10,2,16,16,64,16,0,0,1.0,5,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\manual\ManualEdgeColorAnalyzer.java,39
TrackMate,fiji.plugin.trackmate.features.manual,ManualSpotColorAnalyzerFactory,9,2,11,11,51,11,0,2,1.0,6,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\manual\ManualSpotColorAnalyzerFactory.java,40
TrackMate,fiji.plugin.trackmate.features.spot,AbstractSpotFeatureAnalyzer,3,0,8,8,50,10,4,1,0.0,0,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\AbstractSpotFeatureAnalyzer.java,37
TrackMate,fiji.plugin.trackmate.features.spot,ConvexHull,2,2,3,1,69,13,0,0,0.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\ConvexHull.java,30
TrackMate,fiji.plugin.trackmate.features.spot,ConvexHull.Point,2,2,0,0,19,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\ConvexHull.java,87
TrackMate,fiji.plugin.trackmate.features.spot,SpotAnalyzer,1,0,2,2,23,2,2,0,-1.0,7,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotAnalyzer.java,28
TrackMate,fiji.plugin.trackmate.features.spot,SpotAnalyzer.DummySpotAnalyzer,0,0,0,0,4,0,0,1,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotAnalyzer.java,58
TrackMate,fiji.plugin.trackmate.features.spot,SpotAnalyzerFactory,0,0,0,0,6,0,4,1,-1.0,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotAnalyzerFactory.java,27
TrackMate,fiji.plugin.trackmate.features.spot,SpotAnalyzerFactoryBase,0,0,2,2,19,2,2,0,-1.0,2,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotAnalyzerFactoryBase.java,29
TrackMate,fiji.plugin.trackmate.features.spot,SpotContrastAndSNRAnalyzer,3,0,2,2,77,9,0,2,0.0,0,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotContrastAndSNRAnalyzer.java,41
TrackMate,fiji.plugin.trackmate.features.spot,SpotContrastAndSNRAnalyzerFactory,11,3,12,12,74,20,0,2,0.5,0,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotContrastAndSNRAnalyzerFactory.java,43
TrackMate,fiji.plugin.trackmate.features.spot,SpotFitEllipseAnalyzer,2,0,6,3,174,24,0,2,0.0,0,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotFitEllipseAnalyzer.java,32
TrackMate,fiji.plugin.trackmate.features.spot,SpotFitEllipseAnalyzerFactory,12,7,11,11,74,12,0,2,0.9090909090909091,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotFitEllipseAnalyzerFactory.java,39
TrackMate,fiji.plugin.trackmate.features.spot,SpotIntensityMultiCAnalyzer,2,0,2,2,46,5,0,2,0.0,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotIntensityMultiCAnalyzer.java,41
TrackMate,fiji.plugin.trackmate.features.spot,SpotIntensityMultiCAnalyzerFactory,23,0,13,12,85,21,0,2,0.46153846153846156,4,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotIntensityMultiCAnalyzerFactory.java,40
TrackMate,fiji.plugin.trackmate.features.spot,SpotMorphologyAnalyzerFactory,0,0,0,0,6,0,2,1,-1.0,1,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotMorphologyAnalyzerFactory.java,27
TrackMate,fiji.plugin.trackmate.features.spot,SpotShapeAnalyzer,1,0,3,2,56,7,0,2,0.0,0,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotShapeAnalyzer.java,28
TrackMate,fiji.plugin.trackmate.features.spot,SpotShapeAnalyzerFactory,11,6,11,11,69,12,0,2,0.9090909090909091,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\spot\SpotShapeAnalyzerFactory.java,39
TrackMate,fiji.plugin.trackmate.features.spot,SpotIntensityAnalyzerTest,6,0,3,3,46,6,0,0,0.0,0,4,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\spot\SpotIntensityAnalyzerTest.java,39
TrackMate,fiji.plugin.trackmate.features.track,AbstractTrackAnalyzer,9,0,19,18,97,22,0,0,0.2631578947368421,0,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\AbstractTrackAnalyzer.java,41
TrackMate,fiji.plugin.trackmate.features.track,TrackAnalyzer,0,0,2,2,16,2,0,0,-1.0,2,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackAnalyzer.java,31
TrackMate,fiji.plugin.trackmate.features.track,TrackBranchingAnalyzer,12,12,2,1,90,13,0,0,1.0,3,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackBranchingAnalyzer.java,38
TrackMate,fiji.plugin.trackmate.features.track,TrackDurationAnalyzer,10,10,2,1,62,6,0,0,1.0,2,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackDurationAnalyzer.java,37
TrackMate,fiji.plugin.trackmate.features.track,TrackIndexAnalyzer,9,8,16,16,95,17,0,0,0.875,12,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackIndexAnalyzer.java,38
TrackMate,fiji.plugin.trackmate.features.track,TrackLocationAnalyzer,9,9,2,1,50,3,0,0,1.0,1,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackLocationAnalyzer.java,37
TrackMate,fiji.plugin.trackmate.features.track,TrackMotilityAnalyzer,14,12,19,18,164,25,0,0,0.5789473684210527,0,8,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackMotilityAnalyzer.java,49
TrackMate,fiji.plugin.trackmate.features.track,TrackSpeedStatisticsAnalyzer,11,11,2,1,68,3,0,0,1.0,2,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackSpeedStatisticsAnalyzer.java,40
TrackMate,fiji.plugin.trackmate.features.track,TrackSpotQualityFeatureAnalyzer,7,7,2,1,18,2,0,0,1.0,0,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\features\track\TrackSpotQualityFeatureAnalyzer.java,37
TrackMate,fiji.plugin.trackmate.features.track,TrackBranchingAnalyzerTest,12,0,8,8,255,34,0,0,0.0,0,5,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackBranchingAnalyzerTest.java,41
TrackMate,fiji.plugin.trackmate.features.track,TrackBranchingAnalyzerTest.TestTrackBranchingAnalyzer,2,0,0,0,18,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackBranchingAnalyzerTest.java,432
TrackMate,fiji.plugin.trackmate.features.track,TrackDurationAnalyzerTest,10,0,8,8,193,17,0,0,0.0,0,5,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackDurationAnalyzerTest.java,42
TrackMate,fiji.plugin.trackmate.features.track,TrackDurationAnalyzerTest.TestTrackDurationAnalyzer,2,0,0,0,12,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackDurationAnalyzerTest.java,358
TrackMate,fiji.plugin.trackmate.features.track,TrackIndexAnalyzerTest,4,1,4,4,102,13,0,0,0.0,0,5,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackIndexAnalyzerTest.java,43
TrackMate,fiji.plugin.trackmate.features.track,TrackIndexAnalyzerTest.TestTrackIndexAnalyzer,1,0,0,0,10,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackIndexAnalyzerTest.java,200
TrackMate,fiji.plugin.trackmate.features.track,TrackLocationAnalyzerTest,8,0,4,4,112,10,0,0,0.0,0,5,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackLocationAnalyzerTest.java,41
TrackMate,fiji.plugin.trackmate.features.track,TrackLocationAnalyzerTest.TestTrackLocationAnalyzer,2,0,0,0,12,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackLocationAnalyzerTest.java,211
TrackMate,fiji.plugin.trackmate.features.track,TrackSpeedStatisticsAnalyzerTest,7,0,9,9,190,18,0,0,0.0,0,5,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackSpeedStatisticsAnalyzerTest.java,42
TrackMate,fiji.plugin.trackmate.features.track,TrackSpeedStatisticsAnalyzerTest.TestTrackSpeedStatisticsAnalyzer,2,0,0,0,12,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\features\track\TrackSpeedStatisticsAnalyzerTest.java,345
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,13,2,13,12,329,54,0,0,0.23076923076923078,6,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\ConvexBranchesDecomposition.java,45
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition.TrackBranchDecomposition,2,2,0,0,28,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\ConvexBranchesDecomposition.java,669
TrackMate,fiji.plugin.trackmate.graph,FromContinuousBranches,6,0,7,6,79,20,0,0,0.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\FromContinuousBranches.java,35
TrackMate,fiji.plugin.trackmate.graph,Function1,0,0,1,1,14,1,0,0,-1.0,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\Function1.java,24
TrackMate,fiji.plugin.trackmate.graph,Function2,0,0,1,1,15,1,0,0,-1.0,3,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\Function2.java,24
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,0,0,11,9,201,50,0,0,-1.0,3,7,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\GraphUtils.java,43
TrackMate,fiji.plugin.trackmate.graph,OutputFunction,0,0,1,1,7,1,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\OutputFunction.java,24
TrackMate,fiji.plugin.trackmate.graph,RecursiveCumSum,2,0,2,2,17,4,0,0,0.0,2,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\RecursiveCumSum.java,29
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIterator,15,0,12,3,255,40,2,0,0.16666666666666666,4,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\SortedDepthFirstIterator.java,45
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIterator.VisitColor,0,0,0,0,13,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\SortedDepthFirstIterator.java,74
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIterator.Specifics,0,0,0,0,11,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\SortedDepthFirstIterator.java,426
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIterator.DirectedSpecifics,1,0,0,0,13,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\SortedDepthFirstIterator.java,447
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIterator.UndirectedSpecifics,1,0,0,0,13,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\SortedDepthFirstIterator.java,469
TrackMate,fiji.plugin.trackmate.graph,StringFormater,0,0,1,1,10,1,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\StringFormater.java,24
TrackMate,fiji.plugin.trackmate.graph,TimeDirectedDepthFirstIterator,0,0,2,1,24,6,0,1,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\TimeDirectedDepthFirstIterator.java,33
TrackMate,fiji.plugin.trackmate.graph,TimeDirectedNeighborIndex,5,0,11,9,170,21,0,0,0.18181818181818182,10,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\TimeDirectedNeighborIndex.java,43
TrackMate,fiji.plugin.trackmate.graph,TimeDirectedNeighborIndex.Neighbors,2,0,0,0,49,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\TimeDirectedNeighborIndex.java,255
TrackMate,fiji.plugin.trackmate.graph,TimeDirectedSortedDepthFirstIterator,0,0,2,1,35,8,0,1,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\graph\TimeDirectedSortedDepthFirstIterator.java,41
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,0,0,1,1,42,1,0,0,-1.0,0,9,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\graph\ConvexBranchDecompositionDebug.java,33
TrackMate,fiji.plugin.trackmate.graph,RecursiveCumSumTest,2,0,3,3,38,3,0,0,0.6666666666666666,0,2,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\graph\RecursiveCumSumTest.java,31
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIteratorTest,8,0,5,4,68,10,0,0,0.6,0,3,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\graph\SortedDepthFirstIteratorTest.java,36
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,1,0,2,2,48,4,0,1,1.0,1,9,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\ActionChooserPanel.java,47
TrackMate,fiji.plugin.trackmate.gui.components,CategoryJComboBox,9,0,13,12,178,33,0,0,0.0,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\CategoryJComboBox.java,52
TrackMate,fiji.plugin.trackmate.gui.components,ConfigurationPanel,2,1,3,3,23,3,10,0,1.0,20,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\ConfigurationPanel.java,29
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,2,0,2,1,307,6,0,0,0.0,1,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\ConfigureViewsPanel.java,61
TrackMate,fiji.plugin.trackmate.gui.components,FeatureDisplaySelector,8,0,11,6,0,23,0,0,0.0,7,10,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FeatureDisplaySelector.java,74
TrackMate,fiji.plugin.trackmate.gui.components,FeatureDisplaySelector.FeatureSelectorPanel,2,0,0,0,0,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FeatureDisplaySelector.java,234
TrackMate,fiji.plugin.trackmate.gui.components,FeatureDisplaySelector.CanvasColor,2,0,0,0,0,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FeatureDisplaySelector.java,464
TrackMate,fiji.plugin.trackmate.gui.components,FeaturePlotSelectionPanel,10,0,5,2,142,11,0,0,0.0,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FeaturePlotSelectionPanel.java,52
TrackMate,fiji.plugin.trackmate.gui.components,FeaturePlotSelectionPanel.PlotAction,0,0,0,0,6,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FeaturePlotSelectionPanel.java,64
TrackMate,fiji.plugin.trackmate.gui.components,FilterGuiPanel,17,1,17,12,221,27,0,0,0.0,2,9,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FilterGuiPanel.java,67
TrackMate,fiji.plugin.trackmate.gui.components,FilterGuiPanel.ProgressBarLogger,0,0,0,0,17,0,0,1,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FilterGuiPanel.java,404
TrackMate,fiji.plugin.trackmate.gui.components,FilterPanel,24,0,17,11,310,28,0,0,0.11764705882352941,2,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FilterPanel.java,77
TrackMate,fiji.plugin.trackmate.gui.components,FilterPanel.MyKeyListener,8,0,0,0,71,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\FilterPanel.java,457
TrackMate,fiji.plugin.trackmate.gui.components,GrapherPanel,15,0,7,4,161,16,0,0,0.0,1,12,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\GrapherPanel.java,63
TrackMate,fiji.plugin.trackmate.gui.components,InitFilterPanel,8,0,4,3,89,10,0,0,0.0,1,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\InitFilterPanel.java,42
TrackMate,fiji.plugin.trackmate.gui.components,LogHistogramDataset,1,0,1,1,11,1,0,0,0.0,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\LogHistogramDataset.java,26
TrackMate,fiji.plugin.trackmate.gui.components,LogPanel,6,1,5,5,115,5,0,0,0.0,8,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\LogPanel.java,43
TrackMate,fiji.plugin.trackmate.gui.components,LogPanel.LogPanelLogger,1,0,0,0,54,0,0,1,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\LogPanel.java,135
TrackMate,fiji.plugin.trackmate.gui.components,ModuleChooserPanel,4,0,4,3,66,4,1,0,0.0,2,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\ModuleChooserPanel.java,44
TrackMate,fiji.plugin.trackmate.gui.components,ModuleChooserPanel.MyListCellRenderer,1,0,0,0,11,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\ModuleChooserPanel.java,120
TrackMate,fiji.plugin.trackmate.gui.components,XYTextSimpleAnnotation,8,0,7,7,49,10,0,0,0.0,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\XYTextSimpleAnnotation.java,37
TrackMate,fiji.plugin.trackmate.gui.components.detector,DogDetectorConfigurationPanel,1,0,2,1,9,2,0,2,1.0,0,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\detector\DogDetectorConfigurationPanel.java,29
TrackMate,fiji.plugin.trackmate.gui.components.detector,HessianDetectorConfigurationPanel,8,0,4,4,239,5,0,1,0.5,0,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\detector\HessianDetectorConfigurationPanel.java,55
TrackMate,fiji.plugin.trackmate.gui.components.detector,LabelImageDetectorConfigurationPanel,1,0,4,3,29,4,0,2,1.0,0,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\detector\LabelImageDetectorConfigurationPanel.java,34
TrackMate,fiji.plugin.trackmate.gui.components.detector,LogDetectorConfigurationPanel,8,0,5,4,226,8,1,1,0.4,0,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\detector\LogDetectorConfigurationPanel.java,57
TrackMate,fiji.plugin.trackmate.gui.components.detector,ManualDetectorConfigurationPanel,3,0,4,4,100,4,0,1,0.5,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\detector\ManualDetectorConfigurationPanel.java,45
TrackMate,fiji.plugin.trackmate.gui.components.detector,MaskDetectorConfigurationPanel,1,0,4,3,29,4,0,2,1.0,0,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\detector\MaskDetectorConfigurationPanel.java,34
TrackMate,fiji.plugin.trackmate.gui.components.detector,ThresholdDetectorConfigurationPanel,8,0,7,4,180,9,2,1,0.2857142857142857,0,9,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\detector\ThresholdDetectorConfigurationPanel.java,66
TrackMate,fiji.plugin.trackmate.gui.components.tracker,AdvancedKalmanTrackerSettingsPanel,2,0,4,4,24,4,0,1,0.5,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\AdvancedKalmanTrackerSettingsPanel.java,34
TrackMate,fiji.plugin.trackmate.gui.components.tracker,JPanelAdvancedKalmanTrackerSettingsMain,22,0,5,3,234,7,0,0,0.0,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\JPanelAdvancedKalmanTrackerSettingsMain.java,65
TrackMate,fiji.plugin.trackmate.gui.components.tracker,JPanelFeaturePenalty,4,0,5,5,46,6,0,0,0.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\JPanelFeaturePenalty.java,39
TrackMate,fiji.plugin.trackmate.gui.components.tracker,JPanelFeatureSelectionGui,8,0,7,5,85,13,0,0,0.0,2,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\JPanelFeatureSelectionGui.java,40
TrackMate,fiji.plugin.trackmate.gui.components.tracker,JPanelTrackerSettingsMain,27,0,5,3,243,6,0,0,0.0,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\JPanelTrackerSettingsMain.java,65
