Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
TrackMate,fiji.plugin.trackmate.gui.components.tracker,KalmanTrackerConfigPanel,4,0,4,4,83,4,0,1,0.5,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\KalmanTrackerConfigPanel.java,42
TrackMate,fiji.plugin.trackmate.gui.components.tracker,LAPTrackerSettingsPanel,6,0,5,4,44,5,0,1,0.4,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\LAPTrackerSettingsPanel.java,34
TrackMate,fiji.plugin.trackmate.gui.components.tracker,NearestNeighborTrackerSettingsPanel,5,0,5,4,85,5,0,1,0.4,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\NearestNeighborTrackerSettingsPanel.java,43
TrackMate,fiji.plugin.trackmate.gui.components.tracker,OverlapTrackerSettingsPanel,5,0,4,4,130,5,0,1,0.5,0,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\OverlapTrackerSettingsPanel.java,53
TrackMate,fiji.plugin.trackmate.gui.components.tracker,SimpleLAPTrackerSettingsPanel,4,0,5,4,104,5,0,1,0.4,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\components\tracker\SimpleLAPTrackerSettingsPanel.java,67
TrackMate,fiji.plugin.trackmate.gui.displaysettings,BoundedValue,4,0,7,7,44,11,0,0,0.0,4,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\BoundedValue.java,24
TrackMate,fiji.plugin.trackmate.gui.displaysettings,BoundedValue.UpdateListener,0,0,0,0,3,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\BoundedValue.java,39
TrackMate,fiji.plugin.trackmate.gui.displaysettings,BoundedValueDouble,4,0,7,7,44,11,0,0,0.0,3,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\BoundedValueDouble.java,24
TrackMate,fiji.plugin.trackmate.gui.displaysettings,BoundedValueDouble.UpdateListener,0,0,0,0,3,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\BoundedValueDouble.java,39
TrackMate,fiji.plugin.trackmate.gui.displaysettings,ColorIcon,5,0,7,7,39,7,0,0,0.0,3,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\ColorIcon.java,33
TrackMate,fiji.plugin.trackmate.gui.displaysettings,Colormap,11,3,11,11,159,21,0,0,0.0,12,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\Colormap.java,34
TrackMate,fiji.plugin.trackmate.gui.displaysettings,ColormapIO,1,0,5,0,86,14,0,0,0.4,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\ColormapIO.java,42
TrackMate,fiji.plugin.trackmate.gui.displaysettings,ConfigTrackMateDisplaySettings,3,0,3,3,62,3,0,0,0.0,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\ConfigTrackMateDisplaySettings.java,48
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettings,40,0,82,77,563,124,0,0,0.024390243902439025,77,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettings.java,34
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettings.TrackDisplayMode,1,0,0,0,23,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettings.java,738
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettings.TrackMateObject,1,0,0,0,8,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettings.java,787
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettings.UpdateListener,0,0,0,0,3,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettings.java,805
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettingsIO,1,0,7,6,92,9,0,0,0.0,9,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettingsIO.java,47
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettingsIO.ColormapSerializer,0,0,0,0,13,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettingsIO.java,135
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettingsIO.ColorSerializer,0,0,0,0,20,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettingsIO.java,158
TrackMate,fiji.plugin.trackmate.gui.displaysettings,DisplaySettingsPanel,4,0,16,12,102,16,0,0,0.75,1,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\DisplaySettingsPanel.java,77
TrackMate,fiji.plugin.trackmate.gui.displaysettings,SliderPanel,5,1,8,8,89,18,0,0,0.0,2,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\SliderPanel.java,40
TrackMate,fiji.plugin.trackmate.gui.displaysettings,SliderPanelDouble,9,0,14,11,136,29,0,0,0.0,2,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\SliderPanelDouble.java,42
TrackMate,fiji.plugin.trackmate.gui.displaysettings,SliderPanelDouble.RangeListener,0,0,0,0,3,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\SliderPanelDouble.java,66
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements,33,0,54,54,689,66,0,0,0.5925925925925926,2,12,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,81
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.StyleElementVisitor,0,0,0,0,41,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,309
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.StyleElement,0,0,0,0,5,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,383
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.Separator,0,0,0,0,5,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,391
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.LabelElement,1,0,0,0,12,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,400
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.StringElement,3,0,0,0,24,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,421
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.EnumElement,3,0,0,0,26,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,465
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.ListElement,3,0,0,0,26,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,511
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.FeatureElement,2,0,0,0,22,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,557
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.ColorElement,2,0,0,0,21,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,597
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.BooleanElement,2,0,0,0,21,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,635
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.BoundedDoubleElement,2,0,0,0,29,0,0,0,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,673
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.DoubleElement,3,0,0,0,26,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,723
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.IntElement,2,0,0,0,29,0,0,0,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,771
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.ColormapElement,2,0,0,0,21,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,821
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.FontElement,3,0,0,0,25,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,859
TrackMate,fiji.plugin.trackmate.gui.displaysettings,StyleElements.ColormapRenderer,4,0,0,0,40,0,0,0,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\displaysettings\StyleElements.java,945
TrackMate,fiji.plugin.trackmate.gui.editor,ImpBdvShowable,3,0,12,5,136,25,0,0,0.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\editor\ImpBdvShowable.java,36
TrackMate,fiji.plugin.trackmate.gui.editor,LabkitImporter,5,0,8,2,142,28,0,0,0.0,1,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\editor\LabkitImporter.java,24
TrackMate,fiji.plugin.trackmate.gui.editor,LabkitLauncher,10,0,12,5,296,47,0,0,0.0,1,16,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\editor\LabkitLauncher.java,59
TrackMate,fiji.plugin.trackmate.gui.editor,TrackMateLabkitFrame,2,0,10,5,61,13,0,0,0.3,1,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\editor\TrackMateLabkitFrame.java,52
TrackMate,fiji.plugin.trackmate.gui.editor,TrackMateLabKitSegmentationComponent,5,0,9,6,63,10,0,0,0.3333333333333333,1,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\editor\TrackMateLabKitSegmentationComponent.java,61
TrackMate,fiji.plugin.trackmate.gui,Fonts,5,5,0,0,7,0,0,0,-1.0,9,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\Fonts.java,27
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,2,0,31,29,254,49,0,0,0.8387096774193549,28,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\GuiUtils.java,69
TrackMate,fiji.plugin.trackmate.gui,Icons,73,73,0,0,98,0,0,0,-1.0,17,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\Icons.java,28
TrackMate,fiji.plugin.trackmate.gui.wizard,AbstractAnimator,4,0,5,4,65,7,1,0,0.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\AbstractAnimator.java,24
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,25,0,16,11,260,35,0,1,0.0,2,37,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\TrackMateWizardSequence.java,79
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence.LaunchTrackSchemeAction,1,0,0,0,16,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\TrackMateWizardSequence.java,455
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence.ShowTrackTablesAction,1,0,0,0,10,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\TrackMateWizardSequence.java,478
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence.ShowSpotTableAction,1,0,0,0,10,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\TrackMateWizardSequence.java,495
TrackMate,fiji.plugin.trackmate.gui.wizard,TransitionAnimator,4,0,3,3,0,11,0,1,0.0,2,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\TransitionAnimator.java,29
TrackMate,fiji.plugin.trackmate.gui.wizard,TransitionAnimator.Direction,0,0,0,0,1,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\TransitionAnimator.java,32
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,9,0,27,10,246,37,0,0,0.0,1,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\WizardController.java,47
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanel,21,3,3,3,95,3,0,0,0.0,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\WizardPanel.java,44
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanel.AnimatorPanel,6,0,0,0,41,0,0,0,-1.0,0,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\WizardPanel.java,130
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,2,0,9,9,28,9,15,0,0.8888888888888888,5,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\WizardPanelDescriptor.java,28
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,0,0,12,12,76,12,1,0,-1.0,6,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\WizardSequence.java,29
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ActionChooserDescriptor,1,0,1,1,7,1,0,1,0.0,1,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\ActionChooserDescriptor.java,31
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseDetectorDescriptor,3,0,5,4,41,9,0,1,0.0,1,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\ChooseDetectorDescriptor.java,34
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseTrackerDescriptor,3,0,5,4,41,9,0,1,0.0,1,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\ChooseTrackerDescriptor.java,34
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ConfigureViewsDescriptor,1,1,1,1,7,1,0,1,0.0,5,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\ConfigureViewsDescriptor.java,31
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteDetectionDescriptor,2,1,3,3,24,4,0,1,0.0,1,3,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\ExecuteDetectionDescriptor.java,31
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteTrackingDescriptor,2,1,3,3,30,4,0,1,0.0,1,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\ExecuteTrackingDescriptor.java,34
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,GrapherDescriptor,2,0,2,2,24,2,0,1,0.0,1,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\GrapherDescriptor.java,36
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,2,1,4,4,25,4,0,1,0.0,1,7,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\InitFilterDescriptor.java,36
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,LogPanelDescriptor2,1,1,1,1,7,1,0,1,0.0,3,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\LogPanelDescriptor2.java,27
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,4,0,2,2,46,4,0,1,0.0,1,8,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\SaveDescriptor.java,41
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotDetectorDescriptor,3,1,2,2,20,2,0,1,0.0,1,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\SpotDetectorDescriptor.java,31
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,2,0,7,6,96,14,0,1,0.0,1,11,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\SpotFilterDescriptor.java,48
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotTrackerDescriptor,3,1,2,2,20,2,0,1,0.0,1,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\SpotTrackerDescriptor.java,31
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,StartDialogDescriptor,16,2,3,3,425,3,0,1,0.0,2,5,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\StartDialogDescriptor.java,61
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,StartDialogDescriptor.RoiSettingsPanel,11,0,0,0,389,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\StartDialogDescriptor.java,121
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,2,0,6,5,78,11,0,1,0.0,1,8,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\gui\wizard\descriptors\TrackFilterDescriptor.java,41
TrackMate,fiji.plugin.trackmate.io,CSVExporter,7,1,4,2,151,30,0,0,0.0,0,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\CSVExporter.java,46
TrackMate,fiji.plugin.trackmate.io,CSVExporter.SpotWriter,6,0,0,0,25,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\CSVExporter.java,268
TrackMate,fiji.plugin.trackmate.io,IcyTrackFormatWriter,15,0,8,7,143,16,0,0,0.0,1,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\IcyTrackFormatWriter.java,46
TrackMate,fiji.plugin.trackmate.io,IOUtils,5,0,29,26,368,57,0,0,0.6206896551724138,20,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\IOUtils.java,54
TrackMate,fiji.plugin.trackmate.io,SettingsPersistence,1,0,3,3,38,6,0,0,0.0,10,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\SettingsPersistence.java,33
TrackMate,fiji.plugin.trackmate.io,TGMMImporter,18,0,10,10,233,32,0,0,0.2,0,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\TGMMImporter.java,55
TrackMate,fiji.plugin.trackmate.io,TmXmlKeys,78,78,0,0,84,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\TmXmlKeys.java,25
TrackMate,fiji.plugin.trackmate.io,TmXmlReader,7,0,29,12,788,126,0,0,0.0,19,30,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\TmXmlReader.java,151
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,3,0,22,9,397,55,0,0,0.0,4,13,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\io\TmXmlWriter.java,132
TrackMate,fiji.plugin.trackmate.providers,AbstractProvider,5,0,7,6,80,16,8,0,0.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\AbstractProvider.java,38
TrackMate,fiji.plugin.trackmate.providers,ActionProvider,0,0,2,2,9,2,0,1,-1.0,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\ActionProvider.java,26
TrackMate,fiji.plugin.trackmate.providers,DetectorProvider,0,0,2,2,9,2,0,1,-1.0,4,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\DetectorProvider.java,26
TrackMate,fiji.plugin.trackmate.providers,EdgeAnalyzerProvider,0,0,2,2,12,2,0,1,-1.0,3,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\EdgeAnalyzerProvider.java,26
TrackMate,fiji.plugin.trackmate.providers,SpotAnalyzerProvider,1,0,3,3,20,4,0,1,0.6666666666666666,4,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\SpotAnalyzerProvider.java,26
TrackMate,fiji.plugin.trackmate.providers,SpotMorphologyAnalyzerProvider,1,0,3,3,17,4,0,1,0.6666666666666666,5,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\SpotMorphologyAnalyzerProvider.java,26
TrackMate,fiji.plugin.trackmate.providers,TrackAnalyzerProvider,0,0,2,2,12,2,0,1,-1.0,3,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\TrackAnalyzerProvider.java,26
TrackMate,fiji.plugin.trackmate.providers,TrackerProvider,0,0,2,2,9,2,0,1,-1.0,3,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\TrackerProvider.java,26
TrackMate,fiji.plugin.trackmate.providers,ViewProvider,0,0,2,2,9,2,0,1,-1.0,1,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\providers\ViewProvider.java,26
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costfunction,CostFunction,0,0,1,1,15,1,2,0,-1.0,4,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costfunction\CostFunction.java,24
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costfunction,FeaturePenaltyCostFunction,1,0,2,2,24,4,0,1,0.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costfunction\FeaturePenaltyCostFunction.java,28
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costfunction,SquareDistCostFunction,0,0,1,1,10,1,0,1,-1.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costfunction\SquareDistCostFunction.java,26
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,CostMatrixCreator,0,0,4,4,32,4,3,0,-1.0,1,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\CostMatrixCreator.java,28
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,DefaultCostMatrixCreator,15,0,11,10,162,22,0,1,0.18181818181818182,3,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\DefaultCostMatrixCreator.java,31
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,DefaultCostMatrixCreator.Assignment,3,0,0,0,39,0,0,0,-1.0,0,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\DefaultCostMatrixCreator.java,223
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,GraphSegmentSplitter,3,0,4,4,39,8,0,0,0.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\GraphSegmentSplitter.java,35
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,JaqamanLinkingCostMatrixCreator,13,0,10,10,102,17,0,1,0.0,2,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\JaqamanLinkingCostMatrixCreator.java,30
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,JaqamanSegmentCostMatrixCreator,10,0,17,15,261,50,0,1,0.17647058823529413,1,11,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\JaqamanSegmentCostMatrixCreator.java,57
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,LAPJV,5,0,8,8,334,70,0,0,0.0,1,1,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\LAPJV.java,34
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,ResizableDoubleArray,2,2,8,8,50,13,0,0,0.25,2,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\ResizableDoubleArray.java,26
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,SparseCostMatrix,7,0,13,13,325,54,0,0,0.0,6,0,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\SparseCostMatrix.java,28
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,SparseCostMatrixTest,0,0,3,3,37,5,0,0,-1.0,0,1,D:\Mency\ASDC\TrackMate\src\test\java\fiji\plugin\trackmate\tracking\jaqaman\costmatrix\SparseCostMatrixTest.java,28
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,JaqamanLinker,4,0,7,7,163,26,0,0,0.2857142857142857,4,4,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\JaqamanLinker.java,39
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,LAPUtils,10,5,15,15,304,69,0,0,0.7333333333333333,9,2,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\LAPUtils.java,79
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,SegmentTracker,7,0,12,11,134,17,0,1,0.16666666666666666,2,6,D:\Mency\ASDC\TrackMate\src\main\java\fiji\plugin\trackmate\tracking\jaqaman\SegmentTracker.java,56
