Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
TrackMate,fiji.plugin.trackmate.action,CaptureOverlayAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.visualization.hyperstack.HyperStackDisplayer; fiji.plugin.trackmate.action.CaptureOverlayPanel
TrackMate,fiji.plugin.trackmate.action,CaptureOverlayAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
TrackMate,fiji.plugin.trackmate.action,CaptureOverlayAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ComputeDistanceToRoiAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
TrackMate,fiji.plugin.trackmate.action,ComputeDistanceToRoiAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ComputeDistanceToRoiAction.DistanceToRoiFeature,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,CTCExporter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.TmXmlWriter
TrackMate,fiji.plugin.trackmate.action,CTCExporter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
TrackMate,fiji.plugin.trackmate.action,CTCExporter,Law of Demeter violation,The tool detected the smell in this method (exportSegmentationData) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.iterable
TrackMate,fiji.plugin.trackmate.action,CTCExporter,Law of Demeter violation,The tool detected the smell in this method (exportTrackingData) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getDirectedNeighborIndex
TrackMate,fiji.plugin.trackmate.action,CTCExporterAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ExportAllSpotsStatsAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.action.ExportAllSpotsStatsAction.createSpotsTable; fiji.plugin.trackmate.visualization.table.AllSpotsTableView.render
TrackMate,fiji.plugin.trackmate.action,ExportAllSpotsStatsAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ExportStatsTablesAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.action.ExportStatsTablesAction.createTrackTables; fiji.plugin.trackmate.visualization.table.TrackTableView.render
TrackMate,fiji.plugin.trackmate.action,ExportStatsTablesAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ExportTracksToXML,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
TrackMate,fiji.plugin.trackmate.action,ExportTracksToXML,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,ExportTracksToXML,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,ExportTracksToXML,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackIDs
TrackMate,fiji.plugin.trackmate.action,ExportTracksToXML,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackSpots
TrackMate,fiji.plugin.trackmate.action,ExportTracksToXML,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,ExportTracksToXML.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.visualization.trackscheme.SpotIconGrabber
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackSpots
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.dijkstraShortestPath
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.dijkstraShortestPath
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Law of Demeter violation,The tool detected the smell in this method (trackStack) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackSpots
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Law of Demeter violation,The tool detected the smell in this method (trackStack) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.dijkstraShortestPath
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Law of Demeter violation,The tool detected the smell in this method (trackStack) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeSource
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction,Law of Demeter violation,The tool detected the smell in this method (trackStack) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeTarget
TrackMate,fiji.plugin.trackmate.action,ExtractTrackStackAction.ExtractTrackStackActionFactory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,IcyTrackExporter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.IcyTrackFormatWriter
TrackMate,fiji.plugin.trackmate.action,IcyTrackExporter,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,IcyTrackExporter.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,IJRoiExporter.IJRoiExporterAction,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,IJRoiExporter.IJRoiExporterActionFactory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ISBIChallengeExporter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
TrackMate,fiji.plugin.trackmate.action,ISBIChallengeExporter,Law of Demeter violation,The tool detected the smell in this method (exportToFile) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,ISBIChallengeExporter,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackIDs
TrackMate,fiji.plugin.trackmate.action,ISBIChallengeExporter,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,ISBIChallengeExporter,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackSpots
TrackMate,fiji.plugin.trackmate.action,ISBIChallengeExporter,Law of Demeter violation,The tool detected the smell in this method (marshall) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,ISBIChallengeExporter.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.action.LabelImgExporterPanel
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter,Law of Demeter violation,The tool detected the smell in this method (createLabelImg) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.iterable
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter.SpotWriter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter.SpotRoiWriter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter.SpotAsDotWriter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,LabelImgExporter.LabelIdPainting,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.TmXmlReader; fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackIDs
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackSpots
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackModel.trackEdges; fiji.plugin.trackmate.Model.getTrackModel
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeSource
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeTarget
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeWeight
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.name
TrackMate,fiji.plugin.trackmate.action,MergeFileAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.setName
TrackMate,fiji.plugin.trackmate.action,MergeFileAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,MotilityLabExporter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.TmXmlReader
TrackMate,fiji.plugin.trackmate.action,MotilityLabExporter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
TrackMate,fiji.plugin.trackmate.action,MotilityLabExporter,Law of Demeter violation,The tool detected the smell in this method (createSpotTable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.vertexSet
TrackMate,fiji.plugin.trackmate.action,MotilityLabExporter.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,PlotNSpotsVsTimeAction,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
TrackMate,fiji.plugin.trackmate.action,PlotNSpotsVsTimeAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,RecomputeFeatureAction,Law of Demeter violation,The tool detected the smell in this method (recompute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.iterable
TrackMate,fiji.plugin.trackmate.action,RecomputeFeatureAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,ResetSpotTimeFeatureAction,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.action,ResetSpotTimeFeatureAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,TrackBranchAnalysis,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.action.TrackBranchAnalysis.createBranchTable; fiji.plugin.trackmate.visualization.table.BranchTableView.render
TrackMate,fiji.plugin.trackmate.action,TrackBranchAnalysis.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,TrimNotVisibleAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.SpotCollection
TrackMate,fiji.plugin.trackmate.action,TrimNotVisibleAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action,CloseGapsByLinearInterpolationActionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.action.closegaps.CloseGapsByLinearInterpolation; fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate.action,CTCExporterTestDrive,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.LoadTrackMatePlugIn
TrackMate,fiji.plugin.trackmate.action,SpotGaussianFitterExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.action.fit.SpotFitterController; fiji.plugin.trackmate.gui.wizard.TrackMateWizardSequence; fiji.plugin.trackmate.io.TmXmlReader; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.visualization.TrackMateModelView
TrackMate,fiji.plugin.trackmate.action,SpotGaussianFitterExample,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
TrackMate,fiji.plugin.trackmate.action.autonaming,AutoNamingAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.action.autonaming.AutoNamingController
TrackMate,fiji.plugin.trackmate.action.autonaming,AutoNamingAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action.autonaming,AutoNamingController,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.util.EverythingDisablerAndReenabler
TrackMate,fiji.plugin.trackmate.action.autonaming,AutoNamingController,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
TrackMate,fiji.plugin.trackmate.action.autonaming,AutoNamingController,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.notifyFeaturesComputed
TrackMate,fiji.plugin.trackmate.action.autonaming,AutoNamingPerformer,Law of Demeter violation,The tool detected the smell in this method (autoNameSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getDirectedNeighborIndex
TrackMate,fiji.plugin.trackmate.action.autonaming,AutoNamingPerformer,Law of Demeter violation,The tool detected the smell in this method (autoNameSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.unsortedTrackIDs
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.action.closegaps.CloseGapsController
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.TmXmlReader; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsByDetection,Law of Demeter violation,The tool detected the smell in this method (execute) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.iterable; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsController,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.util.EverythingDisablerAndReenabler
TrackMate,fiji.plugin.trackmate.action.closegaps,CloseGapsController,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
TrackMate,fiji.plugin.trackmate.action.closegaps,GapClosingMethod.GapClosingParameter,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.util.EverythingDisablerAndReenabler; fiji.plugin.trackmate.action.fit.SpotFitter; fiji.plugin.trackmate.action.fit.SpotFitterPanel
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 17
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,Law of Demeter violation,The tool detected the smell in this method (undo) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getModelChangeListener
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,Law of Demeter violation,The tool detected the smell in this method (fit) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.SpotCollection.iterable
TrackMate,fiji.plugin.trackmate.action.fit,SpotFitterController,Law of Demeter violation,The tool detected the smell in this method (fit) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getModelChangeListener
TrackMate,fiji.plugin.trackmate.action.fit,SpotGaussianFittingAction,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.action.fit.SpotFitterController
TrackMate,fiji.plugin.trackmate.action.fit,SpotGaussianFittingAction.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.detection,DetectionUtils,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.detection.util.MedianFilter2D; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate.detection,DetectionUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
TrackMate,fiji.plugin.trackmate.detection,DetectionUtils,Law of Demeter violation,The tool detected the smell in this method (preview) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.detection,DetectionUtils,Law of Demeter violation,The tool detected the smell in this method (preview) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.SpotCollection.getNSpots
TrackMate,fiji.plugin.trackmate.detection,DetectionUtils,Law of Demeter violation,The tool detected the smell in this method (preview) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.detection,DetectionUtils,Law of Demeter violation,The tool detected the smell in this method (preview) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.put
TrackMate,fiji.plugin.trackmate.detection,HessianDetectorFactory,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.detection.HessianDetector
TrackMate,fiji.plugin.trackmate.detection,LogDetectorFactory,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.detection.LogDetector
TrackMate,fiji.plugin.trackmate.detection,MaskDetectorFactory,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.detection.ThresholdDetector
TrackMate,fiji.plugin.trackmate.detection,ThresholdDetectorFactory,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.detection.ThresholdDetector
TrackMate,fiji.plugin.trackmate.detection,HessianDetectorTestDrive1,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.Model; fiji.plugin.trackmate.visualization.hyperstack.HyperStackDisplayer; fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.detection.HessianDetector
TrackMate,fiji.plugin.trackmate.detection,HessianDetectorTestDrive1,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
TrackMate,fiji.plugin.trackmate.detection.semiauto,AbstractSemiAutoTracker,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.detection.LogDetector
TrackMate,fiji.plugin.trackmate.detection.semiauto,AbstractSemiAutoTracker.SearchRegion,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate,FeatureModel,Law of Demeter violation,The tool detected the smell in this method (getTrackFeatureValues) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate,FeatureModel,Law of Demeter violation,The tool detected the smell in this method (getTrackFeatureValues) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackIDs
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.visualization.TrackMateModelView; fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.declareSpotFeatures; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.declareEdgeFeatures; fiji.plugin.trackmate.Model.getFeatureModel
