Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,GrapherDescriptor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.gui.components.GrapherPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.gui.components.InitFilterPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Logger.log; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Logger.log; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.TmXmlWriter
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,Law of Demeter violation,The tool detected the smell in this method (SaveDescriptor) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.gui.wizard.WizardSequence.logDescriptor; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor.getPanelComponent
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,Law of Demeter violation,The tool detected the smell in this method (displayingPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,Law of Demeter violation,The tool detected the smell in this method (displayingPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.gui.wizard.WizardSequence.current; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor.getPanelDescriptorIdentifier
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.util.EverythingDisablerAndReenabler; fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.providers.SpotMorphologyAnalyzerProvider
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (filterSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getSettings; fiji.plugin.trackmate.Settings.setSpotFilters
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.getNSpots
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.getNSpots
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.getNSpots
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.getNSpots
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (displayingPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getSettings; fiji.plugin.trackmate.Settings.setSpotFilters
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getSettings; fiji.plugin.trackmate.Settings.setSpotFilters
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.getNSpots
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.FeatureModel.getSpotFeatureNames; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.getNSpots
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.util.EverythingDisablerAndReenabler; fiji.plugin.trackmate.gui.components.FilterGuiPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (filterTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getSettings; fiji.plugin.trackmate.Settings.setTrackFilters
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (getForwardRunnable) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (run) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.setLogger; fiji.plugin.trackmate.TrackMate.getModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (displayingPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getSettings; fiji.plugin.trackmate.Settings.setTrackFilters
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getLogger
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackMate.getSettings; fiji.plugin.trackmate.Settings.setTrackFilters
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getTrackFeatureNames; fiji.plugin.trackmate.TrackMate.getModel; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,Law of Demeter violation,The tool detected the smell in this method (aboutToHidePanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.nTracks
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.TmXmlReader
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Law of Demeter violation,The tool detected the smell in this method (exportSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatures; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Law of Demeter violation,The tool detected the smell in this method (exportSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatureIsInt; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Law of Demeter violation,The tool detected the smell in this method (exportSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getSpots; fiji.plugin.trackmate.SpotCollection.iterable
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Law of Demeter violation,The tool detected the smell in this method (writeHeaderSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatures; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Law of Demeter violation,The tool detected the smell in this method (writeHeaderSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatureNames; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Law of Demeter violation,The tool detected the smell in this method (writeHeaderSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatureShortNames; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,CSVExporter,Law of Demeter violation,The tool detected the smell in this method (writeHeaderSpots) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatureDimensions; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,IcyTrackFormatWriter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.graph.ConvexBranchesDecomposition; fiji.plugin.trackmate.io.TmXmlReader
TrackMate,fiji.plugin.trackmate.io,SettingsPersistence,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.io.TmXmlReader; fiji.plugin.trackmate.io.TmXmlWriter; fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate.io,TGMMImporter,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.Model; fiji.plugin.trackmate.SpotCollection
TrackMate,fiji.plugin.trackmate.io,TmXmlReader,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate.io,TmXmlReader,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 30
TrackMate,fiji.plugin.trackmate.io,TmXmlReader,Law of Demeter violation,The tool detected the smell in this method (getModel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.putTrackFeature; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,TmXmlReader,Law of Demeter violation,The tool detected the smell in this method (readTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.from
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getTrackFeatures; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getEdgeFeatures; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackIDs
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.name
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getTrackFeature; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getTrackFeatureIsInt; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.TrackModel.trackEdges; fiji.plugin.trackmate.Model.getTrackModel
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeSource
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeTarget
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeSource
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeTarget
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeTarget
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.getEdgeSource
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getEdgeFeature; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getEdgeFeatureIsInt; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.io,TmXmlWriter,Law of Demeter violation,The tool detected the smell in this method (echoFilteredTracks) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackIDs
TrackMate,fiji.plugin.trackmate.providers,AbstractProvider,Law of Demeter violation,The tool detected the smell in this method (echo) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.providers.AbstractProvider.getFactory; fiji.plugin.trackmate.TrackMateModule.getName
TrackMate,fiji.plugin.trackmate.providers,AbstractProvider,Law of Demeter violation,The tool detected the smell in this method (echo) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.providers.AbstractProvider.getFactory; fiji.plugin.trackmate.TrackMateModule.getName
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,DefaultCostMatrixCreator.Assignment,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,JaqamanLinkingCostMatrixCreator,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.jaqaman.costmatrix.DefaultCostMatrixCreator; fiji.plugin.trackmate.tracking.jaqaman.costmatrix.ResizableDoubleArray
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,JaqamanSegmentCostMatrixCreator,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.jaqaman.costmatrix.DefaultCostMatrixCreator; fiji.plugin.trackmate.tracking.jaqaman.costmatrix.GraphSegmentSplitter; fiji.plugin.trackmate.tracking.jaqaman.costmatrix.ResizableDoubleArray
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,JaqamanSegmentCostMatrixCreator,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
TrackMate,fiji.plugin.trackmate.tracking.jaqaman.costmatrix,SparseCostMatrixTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.jaqaman.costmatrix.SparseCostMatrix
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,JaqamanLinker,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.jaqaman.costmatrix.LAPJV; fiji.plugin.trackmate.tracking.jaqaman.costmatrix.SparseCostMatrix
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,SegmentTracker,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.jaqaman.JaqamanLinker; fiji.plugin.trackmate.tracking.jaqaman.costmatrix.JaqamanSegmentCostMatrixCreator
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,SparseLAPFrameToFrameTracker,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.jaqaman.JaqamanLinker
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,SparseLAPFrameToFrameTracker,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,SparseLAPTracker,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.jaqaman.SegmentTracker; fiji.plugin.trackmate.tracking.jaqaman.SparseLAPFrameToFrameTracker
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,SparseLAPTrackerFactory,Law of Demeter violation,The tool detected the smell in this method (getTrackerConfigurationPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatures; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.tracking.jaqaman,SparseLAPTrackerFactory,Law of Demeter violation,The tool detected the smell in this method (getTrackerConfigurationPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatureNames; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.tracking.kalman,AdvancedKalmanTracker,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.kalman.KalmanTracker; fiji.plugin.trackmate.tracking.jaqaman.SegmentTracker
TrackMate,fiji.plugin.trackmate.tracking.kalman,AdvancedKalmanTrackerFactory,Law of Demeter violation,The tool detected the smell in this method (getTrackerConfigurationPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatures; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.tracking.kalman,AdvancedKalmanTrackerFactory,Law of Demeter violation,The tool detected the smell in this method (getTrackerConfigurationPanel) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.FeatureModel.getSpotFeatureNames; fiji.plugin.trackmate.Model.getFeatureModel
TrackMate,fiji.plugin.trackmate.tracking.kalman,KalmanTracker,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.tracking.kalman.CVMKalmanFilter; fiji.plugin.trackmate.tracking.jaqaman.JaqamanLinker; fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate.tracking.kalman,KalmanTrackerInteractiveTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: fiji.plugin.trackmate.Model; fiji.plugin.trackmate.visualization.trackscheme.TrackScheme; fiji.plugin.trackmate.visualization.hyperstack.HyperStackDisplayer; fiji.plugin.trackmate.tracking.kalman.KalmanTracker; fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.tracking.jaqaman.SparseLAPFrameToFrameTracker; fiji.plugin.trackmate.features.track.TrackIndexAnalyzer; fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate.tracking.kalman,KalmanTrackerInteractiveTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 11
TrackMate,fiji.plugin.trackmate.tracking.kalman,KalmanTrackerInteractiveTest,Law of Demeter violation,The tool detected the smell in this method (assertRadial) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackIDs
TrackMate,fiji.plugin.trackmate.tracking.kalman,KalmanTrackerInteractiveTest,Law of Demeter violation,The tool detected the smell in this method (assertRadial) because the method voilates the law of Demeter. The long chain of method invocations is : fiji.plugin.trackmate.Model.getTrackModel; fiji.plugin.trackmate.TrackModel.trackSpots
