Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,min,3,1,1,202,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,min,3,2,1,208,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,min,3,2,1,215,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,max,3,1,1,222,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,max,3,2,1,228,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,max,3,2,1,235,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,dimensions,5,2,1,242,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,dimension,4,2,1,252,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,cursor,3,1,0,260,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,localizingCursor,3,1,0,266,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhood3x3,iterator,3,1,0,272,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,SquareNeighborhoodCursor3x3,6,1,2,49,0,fiji.plugin.trackmate.detection.util.SquareNeighborhoodCursor3x3,fiji.plugin.trackmate.detection.util.SquareNeighborhoodCursor3x3
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,localize,3,1,1,61,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,localize,3,1,1,67,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,getFloatPosition,3,1,1,73,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,getDoublePosition,3,1,1,79,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,numDimensions,3,1,0,85,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,get,3,1,0,91,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,copy,3,1,0,97,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,jumpFwd,3,2,1,103,0,fiji.plugin.trackmate.detection.util.SquareNeighborhoodCursor3x3,fiji.plugin.trackmate.detection.util.SquareNeighborhoodCursor3x3
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,fwd,0,10,0,110,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,reset,5,1,0,159,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,hasNext,3,1,0,167,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,next,4,1,0,173,0,fiji.plugin.trackmate.detection.util.SquareNeighborhoodCursor3x3,fiji.plugin.trackmate.detection.util.SquareNeighborhoodCursor3x3
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,remove,3,1,0,180,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,localize,3,1,1,186,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,localize,3,1,1,192,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,getIntPosition,3,1,1,198,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,getLongPosition,3,1,1,204,0,,
TrackMate,fiji.plugin.trackmate.detection.util,SquareNeighborhoodCursor3x3,isOutOfBounds,3,1,0,210,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,FeatureModel,6,1,1,97,0,fiji.plugin.trackmate.FeatureModel,fiji.plugin.trackmate.FeatureModel
TrackMate,fiji.plugin.trackmate,FeatureModel,putEdgeFeature,8,2,3,133,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getEdgeFeature,5,2,2,158,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,removeEdgeFeature,5,2,2,166,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getEdgeFeatures,3,1,0,182,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,declareEdgeFeatures,17,6,5,192,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getEdgeFeatureNames,3,1,0,237,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getEdgeFeatureShortNames,3,1,0,248,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getEdgeFeatureDimensions,3,1,0,259,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getEdgeFeatureIsInt,3,1,0,270,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getTrackFeatures,3,1,0,285,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,declareTrackFeatures,17,6,5,295,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getTrackFeatureNames,3,1,0,341,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getTrackFeatureShortNames,3,1,0,352,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getTrackFeatureDimensions,3,1,0,363,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getTrackFeatureIsInt,3,1,0,374,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,putTrackFeature,8,2,3,385,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,removeTrackFeature,5,2,2,410,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getTrackFeature,4,1,2,427,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getTrackFeatureValues,18,5,0,443,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.FeatureModel
TrackMate,fiji.plugin.trackmate,FeatureModel,declareSpotFeatures,17,6,5,481,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getSpotFeatures,3,1,0,528,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getSpotFeatureNames,3,1,0,538,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getSpotFeatureShortNames,3,1,0,549,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getSpotFeatureDimensions,3,1,0,560,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,getSpotFeatureIsInt,3,1,0,571,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,toString,13,1,0,582,0,fiji.plugin.trackmate.FeatureModel,fiji.plugin.trackmate.FeatureModel
TrackMate,fiji.plugin.trackmate,FeatureModel,echo,20,1,0,605,0,fiji.plugin.trackmate.FeatureModel,fiji.plugin.trackmate.FeatureModel
TrackMate,fiji.plugin.trackmate,FeatureModel,appendFeatureValues,8,3,2,643,0,,
TrackMate,fiji.plugin.trackmate,FeatureModel,appendFeatureDeclarations,7,3,6,655,0,,
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,run,91,19,1,58,0,fiji.plugin.trackmate.io.TmXmlReader,fiji.plugin.trackmate.io.TmXmlReader; fiji.plugin.trackmate.FeatureModel; fiji.plugin.trackmate.visualization.TrackMateModelView; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.util.TMUtils; fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.features.FeatureAnalyzer; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.gui.components.LogPanel; fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.gui.GuiUtils; fiji.plugin.trackmate.io.SettingsPersistence; fiji.plugin.trackmate.TrackMatePlugIn; fiji.plugin.trackmate.LoadTrackMatePlugIn; fiji.plugin.trackmate.visualization.ViewUtils; fiji.plugin.trackmate.io.IOUtils
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,postRead,2,1,1,265,0,,
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,createReader,3,1,1,276,0,,
TrackMate,fiji.plugin.trackmate,LoadTrackMatePlugIn,main,6,1,1,294,0,fiji.plugin.trackmate.gui.GuiUtils,fiji.plugin.trackmate.gui.GuiUtils; fiji.plugin.trackmate.LoadTrackMatePlugIn
TrackMate,fiji.plugin.trackmate,Logger,Logger,23,2,0,40,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger
TrackMate,fiji.plugin.trackmate,Logger,write,2,1,3,45,0,,
TrackMate,fiji.plugin.trackmate,Logger,flush,2,1,0,49,0,,
TrackMate,fiji.plugin.trackmate,Logger,close,2,1,0,53,0,,
TrackMate,fiji.plugin.trackmate,Logger,close,2,1,0,60,0,,
TrackMate,fiji.plugin.trackmate,Logger,flush,2,1,0,64,0,,
TrackMate,fiji.plugin.trackmate,Logger,write,5,2,3,68,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger
TrackMate,fiji.plugin.trackmate,Logger,log,0,1,2,103,0,,
TrackMate,fiji.plugin.trackmate,Logger,error,0,1,1,113,0,,
TrackMate,fiji.plugin.trackmate,Logger,log,3,1,1,121,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger
TrackMate,fiji.plugin.trackmate,Logger,setProgress,0,1,1,132,0,,
TrackMate,fiji.plugin.trackmate,Logger,setStatus,0,1,1,141,0,,
TrackMate,fiji.plugin.trackmate,ManualTrackingPlugIn,createSequence,5,1,3,35,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence
TrackMate,fiji.plugin.trackmate,ManualTrackingPlugIn,createSettings,8,1,1,43,0,fiji.plugin.trackmate.tracking.SpotTrackerFactory,fiji.plugin.trackmate.tracking.SpotTrackerFactory; fiji.plugin.trackmate.detection.SpotDetectorFactoryBase
TrackMate,fiji.plugin.trackmate,ManualTrackingPlugIn,createTrackMate,7,1,2,57,0,fiji.plugin.trackmate.TrackMate,fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate,ManualTrackingPlugIn,main,4,1,1,69,0,fiji.plugin.trackmate.TrackMatePlugIn,fiji.plugin.trackmate.TrackMatePlugIn
TrackMate,fiji.plugin.trackmate,Model,Model,4,1,0,129,0,fiji.plugin.trackmate.Model,fiji.plugin.trackmate.Model
TrackMate,fiji.plugin.trackmate,Model,createTrackModel,3,1,0,139,0,,
TrackMate,fiji.plugin.trackmate,Model,createFeatureModel,3,1,0,152,0,,
TrackMate,fiji.plugin.trackmate,Model,toString,34,5,0,169,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.FeatureModel
TrackMate,fiji.plugin.trackmate,Model,addModelChangeListener,3,1,1,223,0,,
TrackMate,fiji.plugin.trackmate,Model,removeModelChangeListener,3,1,1,228,0,,
TrackMate,fiji.plugin.trackmate,Model,getModelChangeListener,3,1,0,233,0,,
TrackMate,fiji.plugin.trackmate,Model,setPhysicalUnits,4,1,2,242,0,,
TrackMate,fiji.plugin.trackmate,Model,getSpaceUnits,3,1,0,256,0,,
TrackMate,fiji.plugin.trackmate,Model,getTimeUnits,3,1,0,266,0,,
TrackMate,fiji.plugin.trackmate,Model,beginUpdate,4,2,0,280,0,,
TrackMate,fiji.plugin.trackmate,Model,endUpdate,8,4,0,287,0,fiji.plugin.trackmate.Model,fiji.plugin.trackmate.Model
TrackMate,fiji.plugin.trackmate,Model,clearTracks,7,3,1,304,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.ModelChangeListener
TrackMate,fiji.plugin.trackmate,Model,getTrackModel,3,1,0,322,0,,
TrackMate,fiji.plugin.trackmate,Model,setTracks,7,3,2,332,0,fiji.plugin.trackmate.ModelChangeListener,fiji.plugin.trackmate.ModelChangeListener; fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,getSpots,3,1,0,361,0,,
TrackMate,fiji.plugin.trackmate,Model,clearSpots,7,3,1,371,0,fiji.plugin.trackmate.SpotCollection,fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.ModelChangeListener
TrackMate,fiji.plugin.trackmate,Model,setSpots,7,3,2,389,0,fiji.plugin.trackmate.ModelChangeListener,fiji.plugin.trackmate.ModelChangeListener
TrackMate,fiji.plugin.trackmate,Model,filterSpots,7,3,2,409,0,fiji.plugin.trackmate.ModelChangeListener,fiji.plugin.trackmate.ModelChangeListener
TrackMate,fiji.plugin.trackmate,Model,notifyFeaturesComputed,4,2,0,431,0,fiji.plugin.trackmate.ModelChangeListener,fiji.plugin.trackmate.ModelChangeListener
TrackMate,fiji.plugin.trackmate,Model,setLogger,3,1,1,447,0,,
TrackMate,fiji.plugin.trackmate,Model,getLogger,3,1,0,459,0,,
TrackMate,fiji.plugin.trackmate,Model,getFeatureModel,3,1,0,473,0,,
TrackMate,fiji.plugin.trackmate,Model,moveSpotFrom,16,4,3,482,0,fiji.plugin.trackmate.SpotCollection,fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,addSpotTo,9,2,2,532,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.SpotCollection
TrackMate,fiji.plugin.trackmate,Model,removeSpot,11,4,1,567,0,fiji.plugin.trackmate.Spot,fiji.plugin.trackmate.Spot; fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.SpotCollection
TrackMate,fiji.plugin.trackmate,Model,updateFeatures,7,2,1,606,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,addEdge,3,1,3,637,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,removeEdge,3,1,2,665,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,removeEdge,3,1,1,680,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,setEdgeWeight,3,1,2,705,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,setTrackVisibility,8,2,2,730,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,copy,14,1,0,763,0,fiji.plugin.trackmate.FeatureModel,fiji.plugin.trackmate.FeatureModel; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.TrackModel
TrackMate,fiji.plugin.trackmate,Model,flushUpdate,85,19,0,822,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.ModelChangeEvent; fiji.plugin.trackmate.ModelChangeListener
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,ModelChangeEvent,4,1,2,126,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getEventID,3,1,0,139,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,addAllSpots,3,1,1,143,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,addSpot,3,1,1,147,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,addAllEdges,3,1,1,151,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,addEdge,3,1,1,154,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,putEdgeFlag,3,1,2,158,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,putSpotFlag,3,1,2,162,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,putFromFrame,3,1,2,166,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,putToFrame,3,1,2,170,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getSpots,3,1,0,174,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getEdges,3,1,0,182,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getSpotFlag,3,1,1,190,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getEdgeFlag,3,1,1,204,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getToFrame,3,1,1,217,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getFromFrame,3,1,1,221,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,setSource,3,1,1,225,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,toString,31,8,0,229,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,setTracksUpdated,3,1,1,262,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeEvent,getTrackUpdated,3,1,0,266,0,,
TrackMate,fiji.plugin.trackmate,ModelChangeListener,modelChanged,0,1,1,36,0,,
TrackMate,fiji.plugin.trackmate,SelectionChangeEvent,SelectionChangeEvent,5,1,3,51,0,,
TrackMate,fiji.plugin.trackmate,SelectionChangeEvent,getSpots,3,1,0,81,0,,
TrackMate,fiji.plugin.trackmate,SelectionChangeEvent,getEdges,3,1,0,95,0,,
TrackMate,fiji.plugin.trackmate,SelectionChangeListener,selectionChanged,0,1,1,35,0,,
TrackMate,fiji.plugin.trackmate,SelectionModel,SelectionModel,3,1,1,61,0,,
TrackMate,fiji.plugin.trackmate,SelectionModel,addSelectionChangeListener,3,1,1,70,0,,
TrackMate,fiji.plugin.trackmate,SelectionModel,removeSelectionChangeListener,3,1,1,75,0,,
TrackMate,fiji.plugin.trackmate,SelectionModel,getSelectionChangeListener,3,1,0,80,0,,
TrackMate,fiji.plugin.trackmate,SelectionModel,clearSelection,11,5,0,89,0,fiji.plugin.trackmate.SelectionModel,fiji.plugin.trackmate.SelectionModel; fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,clearSpotSelection,8,4,0,109,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,clearEdgeSelection,8,4,0,125,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,addSpotToSelection,9,5,1,141,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,removeSpotFromSelection,8,4,1,156,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,addSpotToSelection,12,6,1,169,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,removeSpotFromSelection,11,5,1,192,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,addEdgeToSelection,8,4,1,209,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,removeEdgeFromSelection,8,4,1,223,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,addEdgeToSelection,11,5,1,237,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,removeEdgeFromSelection,11,5,1,254,0,fiji.plugin.trackmate.SelectionChangeListener,fiji.plugin.trackmate.SelectionChangeListener
TrackMate,fiji.plugin.trackmate,SelectionModel,getSpotSelection,3,1,0,271,0,,
TrackMate,fiji.plugin.trackmate,SelectionModel,getEdgeSelection,3,1,0,276,0,,
TrackMate,fiji.plugin.trackmate,SelectionModel,selectTrack,59,13,3,285,0,fiji.plugin.trackmate.TrackModel,fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.SelectionModel; fiji.plugin.trackmate.Model
TrackMate,fiji.plugin.trackmate,Settings,Settings,3,1,0,181,0,,
TrackMate,fiji.plugin.trackmate,Settings,Settings,39,3,1,186,0,fiji.plugin.trackmate.Settings,fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,Settings,getRoi,3,1,0,237,0,,
TrackMate,fiji.plugin.trackmate,Settings,setRoi,3,1,1,242,0,,
TrackMate,fiji.plugin.trackmate,Settings,getXstart,3,1,0,247,0,,
TrackMate,fiji.plugin.trackmate,Settings,getXend,3,1,0,252,0,,
TrackMate,fiji.plugin.trackmate,Settings,getYstart,3,1,0,257,0,,
TrackMate,fiji.plugin.trackmate,Settings,getYend,3,1,0,262,0,,
TrackMate,fiji.plugin.trackmate,Settings,copyOn,14,5,1,267,0,fiji.plugin.trackmate.detection.SpotDetectorFactoryBase,fiji.plugin.trackmate.detection.SpotDetectorFactoryBase; fiji.plugin.trackmate.tracking.SpotTrackerFactory; fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,Settings,toStringImageInfo,28,4,0,306,0,fiji.plugin.trackmate.Settings,fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,Settings,toStringFeatureAnalyzersInfo,25,4,0,350,0,fiji.plugin.trackmate.Settings,fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,Settings,toString,69,10,0,387,0,fiji.plugin.trackmate.Settings,fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,Settings,checkValidity,27,7,0,483,0,fiji.plugin.trackmate.tracking.SpotTrackerFactory,fiji.plugin.trackmate.tracking.SpotTrackerFactory
TrackMate,fiji.plugin.trackmate,Settings,getErrorMessage,3,1,0,518,0,,
TrackMate,fiji.plugin.trackmate,Settings,addAllAnalyzers,16,6,0,527,0,fiji.plugin.trackmate.Settings,fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.providers.SpotMorphologyAnalyzerProvider; fiji.plugin.trackmate.providers.AbstractProvider; fiji.plugin.trackmate.providers.SpotAnalyzerProvider; fiji.plugin.trackmate.detection.DetectionUtils; fiji.plugin.trackmate.detection.SpotDetectorFactoryBase
TrackMate,fiji.plugin.trackmate,Settings,clearSpotAnalyzerFactories,3,1,0,562,0,,
TrackMate,fiji.plugin.trackmate,Settings,getSpotAnalyzerFactories,3,1,0,570,0,,
TrackMate,fiji.plugin.trackmate,Settings,addSpotAnalyzerFactory,4,2,1,583,0,fiji.plugin.trackmate.Settings,fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,Settings,addSpotAnalyzerFactory,4,2,2,598,0,fiji.plugin.trackmate.Settings,fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate,Settings,removeSpotAnalyzerFactory,3,1,1,615,0,,
TrackMate,fiji.plugin.trackmate,Settings,contains,4,3,1,629,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule
TrackMate,fiji.plugin.trackmate,Settings,clearEdgeAnalyzers,3,1,0,642,0,,
TrackMate,fiji.plugin.trackmate,Settings,getEdgeAnalyzers,3,1,0,650,0,,
TrackMate,fiji.plugin.trackmate,Settings,addEdgeAnalyzer,4,2,1,663,0,,
TrackMate,fiji.plugin.trackmate,Settings,addEdgeAnalyzer,4,2,2,677,0,,
TrackMate,fiji.plugin.trackmate,Settings,removeEdgeAnalyzer,3,1,1,695,0,,
TrackMate,fiji.plugin.trackmate,Settings,contains,4,3,1,708,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule
TrackMate,fiji.plugin.trackmate,Settings,clearTrackAnalyzers,3,1,0,721,0,,
TrackMate,fiji.plugin.trackmate,Settings,getTrackAnalyzers,3,1,0,729,0,,
TrackMate,fiji.plugin.trackmate,Settings,addTrackAnalyzer,4,2,1,742,0,,
TrackMate,fiji.plugin.trackmate,Settings,addTrackAnalyzer,4,2,2,756,0,,
TrackMate,fiji.plugin.trackmate,Settings,removeTrackAnalyzer,3,1,1,774,0,,
TrackMate,fiji.plugin.trackmate,Settings,contains,4,3,1,788,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule
TrackMate,fiji.plugin.trackmate,Settings,addSpotFilter,3,1,1,801,0,,
TrackMate,fiji.plugin.trackmate,Settings,removeSpotFilter,3,1,1,812,0,,
TrackMate,fiji.plugin.trackmate,Settings,clearSpotFilters,3,1,0,817,0,,
TrackMate,fiji.plugin.trackmate,Settings,getSpotFilters,3,1,0,823,0,,
TrackMate,fiji.plugin.trackmate,Settings,setSpotFilters,3,1,1,828,0,,
TrackMate,fiji.plugin.trackmate,Settings,addTrackFilter,3,1,1,833,0,,
TrackMate,fiji.plugin.trackmate,Settings,removeTrackFilter,3,1,1,844,0,,
TrackMate,fiji.plugin.trackmate,Settings,clearTrackFilters,3,1,0,849,0,,
TrackMate,fiji.plugin.trackmate,Settings,getTrackFilters,3,1,0,855,0,,
TrackMate,fiji.plugin.trackmate,Settings,setTrackFilters,3,1,1,860,0,,
TrackMate,fiji.plugin.trackmate,Settings,prettyPrintFeatureAnalyzer,14,5,2,869,0,fiji.plugin.trackmate.features.FeatureAnalyzer,fiji.plugin.trackmate.features.FeatureAnalyzer; fiji.plugin.trackmate.TrackMateModule
TrackMate,fiji.plugin.trackmate,Spot,Spot,15,2,6,87,0,fiji.plugin.trackmate.Spot,fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate,Spot,Spot,3,1,5,122,0,,
TrackMate,fiji.plugin.trackmate,Spot,Spot,3,1,4,141,0,,
TrackMate,fiji.plugin.trackmate,Spot,Spot,3,1,3,160,0,,
TrackMate,fiji.plugin.trackmate,Spot,Spot,3,1,1,178,0,fiji.plugin.trackmate.Spot,fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate,Spot,Spot,9,2,1,190,0,,
TrackMate,fiji.plugin.trackmate,Spot,hashCode,3,1,0,215,0,,
TrackMate,fiji.plugin.trackmate,Spot,compareTo,3,1,1,221,0,,
TrackMate,fiji.plugin.trackmate,Spot,equals,7,4,1,227,0,,
TrackMate,fiji.plugin.trackmate,Spot,setRoi,3,1,1,240,0,,
TrackMate,fiji.plugin.trackmate,Spot,getRoi,3,1,0,245,0,,
TrackMate,fiji.plugin.trackmate,Spot,getName,3,1,0,250,0,,
TrackMate,fiji.plugin.trackmate,Spot,setName,3,1,1,258,0,,
TrackMate,fiji.plugin.trackmate,Spot,ID,3,1,0,269,0,,
TrackMate,fiji.plugin.trackmate,Spot,toString,6,2,0,274,0,,
TrackMate,fiji.plugin.trackmate,Spot,echo,22,5,0,285,0,fiji.plugin.trackmate.Spot,fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate,Spot,getFeatures,3,1,0,333,0,,
TrackMate,fiji.plugin.trackmate,Spot,getFeature,3,1,1,344,0,,
TrackMate,fiji.plugin.trackmate,Spot,putFeature,3,1,2,357,0,,
TrackMate,fiji.plugin.trackmate,Spot,copyFeatures,4,3,2,371,0,fiji.plugin.trackmate.Spot,fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate,Spot,diffTo,5,1,2,384,0,fiji.plugin.trackmate.Spot,fiji.plugin.trackmate.Spot
TrackMate,fiji.plugin.trackmate,Spot,normalizeDiffTo,6,2,2,405,0,fiji.plugin.trackmate.Spot,fiji.plugin.trackmate.Spot
