Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,textInScrollPanel,7,1,1,379,0,,
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,scaleImage,13,3,3,390,0,,
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,getResource,3,1,2,410,0,,
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,createURLMouseListener,19,1,3,415,0,,
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,mouseClicked,8,1,1,420,0,,
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,mouseExited,3,1,1,433,0,,
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,mouseEntered,3,1,1,439,0,,
TrackMate,fiji.plugin.trackmate.gui,GuiUtils,setTextFieldDefaultOrPrefs,9,2,5,447,0,fiji.plugin.trackmate.util.TMUtils,fiji.plugin.trackmate.util.TMUtils
TrackMate,fiji.plugin.trackmate.gui.wizard,AbstractAnimator,AbstractAnimator,5,1,1,51,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,AbstractAnimator,cos,3,1,1,65,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,AbstractAnimator,setTime,9,3,1,73,0,fiji.plugin.trackmate.gui.wizard.AbstractAnimator,fiji.plugin.trackmate.gui.wizard.AbstractAnimator
TrackMate,fiji.plugin.trackmate.gui.wizard,AbstractAnimator,isComplete,3,1,0,95,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,AbstractAnimator,ratioComplete,3,1,0,106,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,TrackMateWizardSequence,32,1,3,120,0,fiji.plugin.trackmate.gui.components.LogPanel,fiji.plugin.trackmate.gui.components.LogPanel; fiji.plugin.trackmate.gui.editor.LabkitLauncher; fiji.plugin.trackmate.features.ModelFeatureUpdater; fiji.plugin.trackmate.gui.wizard.TrackMateWizardSequence; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.Model
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,onClose,3,1,0,167,0,fiji.plugin.trackmate.TrackMate,fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.Model
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,next,6,3,0,173,0,fiji.plugin.trackmate.gui.wizard.TrackMateWizardSequence,fiji.plugin.trackmate.gui.wizard.TrackMateWizardSequence
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,previous,6,3,0,186,0,fiji.plugin.trackmate.gui.wizard.TrackMateWizardSequence,fiji.plugin.trackmate.gui.wizard.TrackMateWizardSequence
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,hasNext,3,1,0,199,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,current,3,1,0,205,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,logDescriptor,3,1,0,211,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,configDescriptor,3,1,0,217,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,save,3,1,0,223,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,hasPrevious,3,1,0,229,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,getBackwardSequence,10,1,0,235,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,getForwardSequence,12,1,0,247,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,setCurrent,22,6,1,261,0,fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor,fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.gui.wizard.TrackMateWizardSequence
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,getDetectorConfigDescriptor,35,5,0,307,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule; fiji.plugin.trackmate.gui.components.ConfigurationPanel; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.detection.SpotDetectorFactoryBase; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,getTrackerConfigDescriptor,39,6,0,373,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule; fiji.plugin.trackmate.tracking.SpotImageTrackerFactory; fiji.plugin.trackmate.gui.components.ConfigurationPanel; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.tracking.SpotTrackerFactory; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard,TrackMateWizardSequence,showTables,9,2,1,512,0,fiji.plugin.trackmate.action.TrackMateAction,fiji.plugin.trackmate.action.TrackMateAction; fiji.plugin.trackmate.util.Threads
TrackMate,fiji.plugin.trackmate.gui.wizard,TransitionAnimator,TransitionAnimator,0,5,4,45,0,fiji.plugin.trackmate.util.ImageHelper,fiji.plugin.trackmate.util.ImageHelper
TrackMate,fiji.plugin.trackmate.gui.wizard,TransitionAnimator,getCurrent,4,1,1,82,0,fiji.plugin.trackmate.gui.wizard.AbstractAnimator,fiji.plugin.trackmate.gui.wizard.AbstractAnimator; fiji.plugin.trackmate.gui.wizard.TransitionAnimator
TrackMate,fiji.plugin.trackmate.gui.wizard,TransitionAnimator,get,0,5,1,88,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,WizardController,13,1,1,54,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getWizardPanel,3,1,0,69,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,log,18,2,1,74,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,displayConfig,18,2,1,97,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,previous,12,3,0,121,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,next,12,3,0,139,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,cancel,4,2,0,157,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,finish,5,2,0,164,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,exec,24,2,1,173,0,fiji.plugin.trackmate.util.EverythingDisablerAndReenabler,fiji.plugin.trackmate.util.EverythingDisablerAndReenabler; fiji.plugin.trackmate.util.Threads
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,init,9,1,0,205,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.gui.wizard.WizardPanel
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,save,22,1,0,216,0,fiji.plugin.trackmate.util.Threads,fiji.plugin.trackmate.util.Threads; fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,resume,16,1,0,242,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,display,6,2,3,262,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.gui.wizard.WizardPanel
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getNextAction,11,1,0,272,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,actionPerformed,3,1,1,279,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getPreviousAction,12,1,0,289,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,actionPerformed,3,1,1,296,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getLogAction,12,1,0,307,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,actionPerformed,3,1,1,314,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getCancelAction,11,1,0,325,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,actionPerformed,3,1,1,332,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getSaveAction,11,1,0,342,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,actionPerformed,3,1,1,349,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getResumeAction,11,1,0,359,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,actionPerformed,3,1,1,366,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,getDisplayConfigAction,12,1,0,376,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardController,actionPerformed,3,1,1,383,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanel,WizardPanel,30,1,0,76,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanel,display,4,1,1,119,0,fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor,fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanel,transition,3,1,3,125,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,WizardPanelDescriptor,3,1,1,35,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,getPanelComponent,3,1,0,40,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,getPanelDescriptorIdentifier,3,1,0,45,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,aboutToHidePanel,2,1,0,50,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,aboutToDisplayPanel,2,1,0,53,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,displayingPanel,2,1,0,56,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,getForwardRunnable,3,1,0,59,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,getBackwardRunnable,3,1,0,64,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardPanelDescriptor,getCancelable,3,1,0,69,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,run,16,1,1,38,0,fiji.plugin.trackmate.gui.wizard.WizardController,fiji.plugin.trackmate.gui.wizard.WizardController; fiji.plugin.trackmate.gui.wizard.WizardSequence
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,windowClosing,3,1,1,54,0,fiji.plugin.trackmate.gui.wizard.WizardSequence,fiji.plugin.trackmate.gui.wizard.WizardSequence
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,onClose,2,1,0,63,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,current,0,1,0,69,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,next,0,1,0,76,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,previous,0,1,0,84,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,logDescriptor,0,1,0,92,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,configDescriptor,0,1,0,100,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,hasNext,0,1,0,108,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,hasPrevious,0,1,0,117,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,save,0,1,0,126,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard,WizardSequence,setCurrent,0,1,1,133,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ActionChooserDescriptor,ActionChooserDescriptor,4,1,4,36,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseDetectorDescriptor,ChooseDetectorDescriptor,8,2,2,43,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseDetectorDescriptor,setCurrentChoiceFromPlugin,6,2,0,56,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.components.ModuleChooserPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseDetectorDescriptor,displayingPanel,3,1,0,67,0,fiji.plugin.trackmate.gui.wizard.descriptors.ChooseDetectorDescriptor,fiji.plugin.trackmate.gui.wizard.descriptors.ChooseDetectorDescriptor
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseDetectorDescriptor,aboutToHidePanel,16,3,0,73,0,fiji.plugin.trackmate.detection.SpotDetectorFactoryBase,fiji.plugin.trackmate.detection.SpotDetectorFactoryBase; fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.io.SettingsPersistence; fiji.plugin.trackmate.gui.components.ModuleChooserPanel; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.providers.AbstractProvider
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseDetectorDescriptor,getBackwardRunnable,3,1,0,106,0,fiji.plugin.trackmate.Model,fiji.plugin.trackmate.Model; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseTrackerDescriptor,ChooseTrackerDescriptor,8,2,2,43,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseTrackerDescriptor,setCurrentChoiceFromPlugin,6,2,0,56,0,fiji.plugin.trackmate.TrackMateModule,fiji.plugin.trackmate.TrackMateModule; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.components.ModuleChooserPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseTrackerDescriptor,displayingPanel,3,1,0,67,0,fiji.plugin.trackmate.gui.wizard.descriptors.ChooseTrackerDescriptor,fiji.plugin.trackmate.gui.wizard.descriptors.ChooseTrackerDescriptor
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseTrackerDescriptor,aboutToHidePanel,16,3,0,73,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.io.SettingsPersistence; fiji.plugin.trackmate.gui.components.ModuleChooserPanel; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.tracking.SpotTrackerFactory; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.providers.AbstractProvider
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ChooseTrackerDescriptor,getBackwardRunnable,3,1,0,106,0,fiji.plugin.trackmate.Model,fiji.plugin.trackmate.Model; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ConfigureViewsDescriptor,ConfigureViewsDescriptor,4,1,7,36,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteDetectionDescriptor,ExecuteDetectionDescriptor,5,1,2,38,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteDetectionDescriptor,getForwardRunnable,12,2,0,45,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteDetectionDescriptor,getCancelable,3,1,0,63,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteTrackingDescriptor,ExecuteTrackingDescriptor,5,1,2,41,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteTrackingDescriptor,getForwardRunnable,18,2,0,48,0,fiji.plugin.trackmate.TrackMate,fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.Model
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,ExecuteTrackingDescriptor,getCancelable,3,1,0,72,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,GrapherDescriptor,GrapherDescriptor,5,1,3,43,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,GrapherDescriptor,aboutToDisplayPanel,15,1,0,50,0,fiji.plugin.trackmate.gui.components.GrapherPanel,fiji.plugin.trackmate.gui.components.GrapherPanel; fiji.plugin.trackmate.gui.components.FeaturePlotSelectionPanel; fiji.plugin.trackmate.features.FeatureUtils; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,InitFilterDescriptor,6,1,2,43,0,fiji.plugin.trackmate.features.FeatureUtils,fiji.plugin.trackmate.features.FeatureUtils; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,getForwardRunnable,10,1,0,52,0,fiji.plugin.trackmate.Model,fiji.plugin.trackmate.Model; fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.components.InitFilterPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,run,5,1,0,58,0,fiji.plugin.trackmate.Model,fiji.plugin.trackmate.Model; fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.components.InitFilterPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,InitFilterDescriptor,aboutToHidePanel,5,1,0,68,0,fiji.plugin.trackmate.io.SettingsPersistence,fiji.plugin.trackmate.io.SettingsPersistence; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.gui.components.InitFilterPanel; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,LogPanelDescriptor2,LogPanelDescriptor2,4,1,1,32,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,SaveDescriptor,7,1,3,52,0,fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor,fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.gui.wizard.WizardSequence
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SaveDescriptor,displayingPanel,33,3,0,61,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.gui.wizard.WizardPanelDescriptor; fiji.plugin.trackmate.io.TmXmlWriter; fiji.plugin.trackmate.io.IOUtils; fiji.plugin.trackmate.util.TMUtils; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.components.LogPanel; fiji.plugin.trackmate.gui.wizard.WizardSequence; fiji.plugin.trackmate.TrackModel; fiji.plugin.trackmate.Model
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotDetectorDescriptor,SpotDetectorDescriptor,6,1,3,40,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotDetectorDescriptor,aboutToHidePanel,9,1,0,48,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.io.SettingsPersistence; fiji.plugin.trackmate.util.TMUtils; fiji.plugin.trackmate.gui.components.ConfigurationPanel; fiji.plugin.trackmate.TrackMateModule
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,SpotFilterDescriptor,7,1,3,55,0,fiji.plugin.trackmate.TrackMate,fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.wizard.descriptors.SpotFilterDescriptor; fiji.plugin.trackmate.gui.components.FilterGuiPanel
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,filterSpots,5,1,0,74,0,fiji.plugin.trackmate.gui.components.FilterGuiPanel,fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,getForwardRunnable,46,3,0,81,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.providers.AbstractProvider; fiji.plugin.trackmate.util.EverythingDisablerAndReenabler; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.detection.DetectionUtils; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.wizard.descriptors.SpotFilterDescriptor; fiji.plugin.trackmate.providers.SpotMorphologyAnalyzerProvider; fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.detection.SpotDetectorFactoryBase
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,run,41,3,0,86,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.providers.AbstractProvider; fiji.plugin.trackmate.util.EverythingDisablerAndReenabler; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.detection.DetectionUtils; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.wizard.descriptors.SpotFilterDescriptor; fiji.plugin.trackmate.providers.SpotMorphologyAnalyzerProvider; fiji.plugin.trackmate.SpotCollection; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.detection.SpotDetectorFactoryBase
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,displayingPanel,5,1,0,165,0,fiji.plugin.trackmate.gui.components.FilterGuiPanel,fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.TrackMate
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,aboutToHidePanel,26,4,0,173,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.FeatureModel; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.io.SettingsPersistence; fiji.plugin.trackmate.SpotCollection
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotFilterDescriptor,getCancelable,3,1,0,210,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotTrackerDescriptor,SpotTrackerDescriptor,6,1,3,40,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,SpotTrackerDescriptor,aboutToHidePanel,9,1,0,48,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.io.SettingsPersistence; fiji.plugin.trackmate.util.TMUtils; fiji.plugin.trackmate.gui.components.ConfigurationPanel; fiji.plugin.trackmate.TrackMateModule
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,StartDialogDescriptor,StartDialogDescriptor,6,1,2,76,0,,
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,StartDialogDescriptor,aboutToDisplayPanel,12,1,0,84,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.util.TMUtils; fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,StartDialogDescriptor,aboutToHidePanel,11,1,0,103,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.Settings; fiji.plugin.trackmate.io.SettingsPersistence
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,TrackFilterDescriptor,7,1,3,48,0,fiji.plugin.trackmate.TrackMate,fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.gui.wizard.descriptors.TrackFilterDescriptor
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,filterTracks,5,1,0,67,0,fiji.plugin.trackmate.gui.components.FilterGuiPanel,fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.Settings
TrackMate,fiji.plugin.trackmate.gui.wizard.descriptors,TrackFilterDescriptor,getForwardRunnable,31,2,0,74,0,fiji.plugin.trackmate.Logger,fiji.plugin.trackmate.Logger; fiji.plugin.trackmate.gui.components.FilterGuiPanel; fiji.plugin.trackmate.util.EverythingDisablerAndReenabler; fiji.plugin.trackmate.Model; fiji.plugin.trackmate.TrackMate; fiji.plugin.trackmate.gui.wizard.descriptors.TrackFilterDescriptor
